"row_type","item_path","run_id","execution_status_missing_before","report_missing_before","figures_manifest_missing_before","execution_status_written","execution_status_backfilled_value","report_written","report_target_path","figures_manifest_written","figures_detected_count","has_run_manifest","has_error_log","script_path_from_manifest","classification","used_in_runs","usage_count","strategy_reason","completed_after"
"run","C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_15_133614_effective_observables_catalog","run_2026_03_15_133614_effective_observables_catalog","YES","YES","YES","YES","SUCCESS","YES","C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_15_133614_effective_observables_catalog\report.md","YES","0","YES","NO","","","","","","YES"
"run","C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_15_172302_effective_observables_catalog","run_2026_03_15_172302_effective_observables_catalog","YES","YES","YES","YES","SUCCESS","YES","C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_15_172302_effective_observables_catalog\report.md","YES","0","YES","NO","","","","","","YES"
"run","C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_15_200404_effective_observables_catalog","run_2026_03_15_200404_effective_observables_catalog","YES","YES","YES","YES","SUCCESS","YES","C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_15_200404_effective_observables_catalog\report.md","YES","0","YES","NO","","","","","","YES"
"run","C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_15_200623_effective_observables_catalog","run_2026_03_15_200623_effective_observables_catalog","YES","YES","YES","YES","SUCCESS","YES","C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_15_200623_effective_observables_catalog\report.md","YES","0","YES","NO","","","","","","YES"
"run","C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_15_202022_effective_observables_catalog","run_2026_03_15_202022_effective_observables_catalog","YES","YES","YES","YES","SUCCESS","YES","C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_15_202022_effective_observables_catalog\report.md","YES","0","YES","NO","","","","","","YES"
"run","C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_15_205800_effective_observables_catalog","run_2026_03_15_205800_effective_observables_catalog","YES","YES","YES","YES","SUCCESS","YES","C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_15_205800_effective_observables_catalog\report.md","YES","0","YES","NO","","","","","","YES"
"run","C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_15_205938_effective_observables_catalog","run_2026_03_15_205938_effective_observables_catalog","YES","YES","YES","YES","SUCCESS","YES","C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_15_205938_effective_observables_catalog\report.md","YES","6","YES","NO","","","","","","YES"
"run","C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_15_210111_effective_observables_catalog","run_2026_03_15_210111_effective_observables_catalog","YES","YES","YES","YES","SUCCESS","YES","C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_15_210111_effective_observables_catalog\reports\report.md","YES","9","YES","NO","","","","","","YES"
"run","C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_15_210315_effective_observables_catalog","run_2026_03_15_210315_effective_observables_catalog","YES","YES","YES","YES","SUCCESS","YES","C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_15_210315_effective_observables_catalog\reports\report.md","YES","9","YES","NO","","","","","","YES"
"run","C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_15_210701_effective_observables_catalog","run_2026_03_15_210701_effective_observables_catalog","YES","YES","YES","YES","SUCCESS","YES","C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_15_210701_effective_observables_catalog\reports\report.md","YES","9","YES","NO","","","","","","YES"
"run","C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_15_235644_observable_physical_quantity_audit","run_2026_03_15_235644_observable_physical_quantity_audit","YES","YES","YES","YES","SUCCESS","YES","C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_15_235644_observable_physical_quantity_audit\reports\report.md","YES","0","YES","NO","","","","","","YES"
"run","C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_16_003331_creep_activation_scaling","run_2026_03_16_003331_creep_activation_scaling","YES","YES","YES","YES","SUCCESS","YES","C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_16_003331_creep_activation_scaling\report.md","YES","0","YES","NO","","","","","","YES"
"run","C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_16_003621_creep_activation_scaling","run_2026_03_16_003621_creep_activation_scaling","YES","YES","YES","YES","SUCCESS","YES","C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_16_003621_creep_activation_scaling\reports\report.md","YES","3","YES","NO","","","","","","YES"
"run","C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_16_004456_creep_activation_scaling","run_2026_03_16_004456_creep_activation_scaling","YES","YES","YES","YES","SUCCESS","YES","C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_16_004456_creep_activation_scaling\reports\report.md","YES","3","YES","NO","","","","","","YES"
"run","C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_16_110426_observable_catalog_completion","run_2026_03_16_110426_observable_catalog_completion","YES","YES","YES","YES","SUCCESS","YES","C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_16_110426_observable_catalog_completion\report.md","YES","0","YES","NO","","","","","","YES"
"run","C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_16_110455_observable_catalog_completion","run_2026_03_16_110455_observable_catalog_completion","YES","YES","YES","YES","SUCCESS","YES","C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_16_110455_observable_catalog_completion\report.md","YES","0","YES","NO","","","","","","YES"
"run","C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_16_110547_observable_catalog_completion","run_2026_03_16_110547_observable_catalog_completion","YES","YES","YES","YES","SUCCESS","YES","C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_16_110547_observable_catalog_completion\reports\report.md","YES","0","YES","NO","","","","","","YES"
"run","C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_16_110632_observable_catalog_completion","run_2026_03_16_110632_observable_catalog_completion","YES","YES","YES","YES","SUCCESS","YES","C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_16_110632_observable_catalog_completion\reports\report.md","YES","0","YES","NO","","","","","","YES"
"run","C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_16_145120_observable_physics_reduction","run_2026_03_16_145120_observable_physics_reduction","YES","YES","YES","YES","SUCCESS","YES","C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_16_145120_observable_physics_reduction\reports\report.md","YES","0","YES","NO","","","","","","YES"
"run","C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_16_145158_observable_physics_reduction","run_2026_03_16_145158_observable_physics_reduction","YES","YES","YES","YES","SUCCESS","YES","C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_16_145158_observable_physics_reduction\reports\report.md","YES","0","YES","NO","","","","","","YES"
"run","C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_16_145913_observable_physics_completeness_audit","run_2026_03_16_145913_observable_physics_completeness_audit","YES","YES","YES","YES","SUCCESS","YES","C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_16_145913_observable_physics_completeness_audit\report.md","YES","0","YES","NO","","","","","","YES"
"run","C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_16_150042_observable_physics_completeness_audit","run_2026_03_16_150042_observable_physics_completeness_audit","YES","YES","YES","YES","SUCCESS","YES","C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_16_150042_observable_physics_completeness_audit\reports\report.md","YES","0","YES","NO","","","","","","YES"
"run","C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_16_151335_observable_basis_sufficiency_test","run_2026_03_16_151335_observable_basis_sufficiency_test","YES","YES","YES","YES","SUCCESS","YES","C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_16_151335_observable_basis_sufficiency_test\reports\report.md","YES","0","YES","NO","","","","","","YES"
"run","C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_16_151417_observable_basis_sufficiency_test","run_2026_03_16_151417_observable_basis_sufficiency_test","YES","YES","YES","YES","SUCCESS","YES","C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_16_151417_observable_basis_sufficiency_test\reports\report.md","YES","0","YES","NO","","","","","","YES"
"run","C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_16_151440_observable_basis_sufficiency_test","run_2026_03_16_151440_observable_basis_sufficiency_test","YES","YES","YES","YES","SUCCESS","YES","C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_16_151440_observable_basis_sufficiency_test\reports\report.md","YES","0","YES","NO","","","","","","YES"
"run","C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_16_151513_observable_basis_sufficiency_test","run_2026_03_16_151513_observable_basis_sufficiency_test","YES","YES","YES","YES","SUCCESS","YES","C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_16_151513_observable_basis_sufficiency_test\reports\report.md","YES","0","YES","NO","","","","","","YES"
"run","C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_16_152954_observable_basis_sufficiency_robustness","run_2026_03_16_152954_observable_basis_sufficiency_robustness","YES","YES","YES","YES","SUCCESS","YES","C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_16_152954_observable_basis_sufficiency_robustness\reports\report.md","YES","0","YES","NO","","","","","","YES"
"run","C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_16_153030_observable_basis_sufficiency_robustness","run_2026_03_16_153030_observable_basis_sufficiency_robustness","YES","YES","YES","YES","SUCCESS","YES","C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_16_153030_observable_basis_sufficiency_robustness\reports\report.md","YES","0","YES","NO","","","","","","YES"
"run","C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_16_153106_observable_basis_sufficiency_robustness","run_2026_03_16_153106_observable_basis_sufficiency_robustness","YES","YES","YES","YES","SUCCESS","YES","C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_16_153106_observable_basis_sufficiency_robustness\reports\report.md","YES","0","YES","NO","","","","","","YES"
"run","C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_16_173124_R_X_reconciliation_analysis","run_2026_03_16_173124_R_X_reconciliation_analysis","YES","YES","YES","YES","SUCCESS","YES","C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_16_173124_R_X_reconciliation_analysis\report.md","YES","0","YES","NO","","","","","","YES"
"run","C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_16_173235_R_X_reconciliation_analysis","run_2026_03_16_173235_R_X_reconciliation_analysis","YES","YES","YES","YES","SUCCESS","YES","C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_16_173235_R_X_reconciliation_analysis\reports\report.md","YES","0","YES","NO","","","","","","YES"
"run","C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_16_173307_R_X_reconciliation_analysis","run_2026_03_16_173307_R_X_reconciliation_analysis","YES","YES","YES","YES","SUCCESS","YES","C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_16_173307_R_X_reconciliation_analysis\reports\report.md","YES","0","YES","NO","","","","","","YES"
"run","C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_17_062756_phase_diagram_synthesis","run_2026_03_17_062756_phase_diagram_synthesis","YES","YES","YES","YES","SUCCESS","YES","C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_17_062756_phase_diagram_synthesis\report.md","YES","6","YES","NO","","","","","","YES"
"run","C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_17_062942_phase_diagram_synthesis","run_2026_03_17_062942_phase_diagram_synthesis","YES","YES","YES","YES","SUCCESS","YES","C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_17_062942_phase_diagram_synthesis\report.md","YES","6","YES","NO","","","","","","YES"
"run","C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_17_063053_phase_diagram_synthesis","run_2026_03_17_063053_phase_diagram_synthesis","YES","YES","YES","YES","SUCCESS","YES","C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_17_063053_phase_diagram_synthesis\report.md","YES","1","YES","NO","","","","","","YES"
"run","C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_17_063154_phase_diagram_synthesis","run_2026_03_17_063154_phase_diagram_synthesis","YES","YES","YES","YES","SUCCESS","YES","C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_17_063154_phase_diagram_synthesis\report.md","YES","0","YES","NO","","","","","","YES"
"run","C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_17_063312_phase_diagram_synthesis","run_2026_03_17_063312_phase_diagram_synthesis","YES","YES","YES","YES","SUCCESS","YES","C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_17_063312_phase_diagram_synthesis\report.md","YES","6","YES","NO","","","","","","YES"
"run","C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_17_063546_phase_diagram_synthesis","run_2026_03_17_063546_phase_diagram_synthesis","YES","YES","YES","YES","SUCCESS","YES","C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_17_063546_phase_diagram_synthesis\report.md","YES","0","YES","NO","","","","","","YES"
"run","C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_17_063802_phase_diagram_synthesis","run_2026_03_17_063802_phase_diagram_synthesis","YES","YES","YES","YES","SUCCESS","YES","C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_17_063802_phase_diagram_synthesis\report.md","YES","5","YES","NO","","","","","","YES"
"run","C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_17_063903_phase_diagram_synthesis","run_2026_03_17_063903_phase_diagram_synthesis","YES","YES","YES","YES","SUCCESS","YES","C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_17_063903_phase_diagram_synthesis\reports\report.md","YES","6","YES","NO","","","","","","YES"
"run","C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_17_070309_repository_documentation","run_2026_03_17_070309_repository_documentation","YES","YES","YES","YES","SUCCESS","YES","C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_17_070309_repository_documentation\reports\report.md","YES","0","YES","NO","","","","","","YES"
"run","C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_17_070502_repository_documentation","run_2026_03_17_070502_repository_documentation","YES","YES","YES","YES","SUCCESS","YES","C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_17_070502_repository_documentation\reports\report.md","YES","0","YES","NO","","","","","","YES"
"run","C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_17_070643_repository_documentation","run_2026_03_17_070643_repository_documentation","YES","YES","YES","YES","SUCCESS","YES","C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_17_070643_repository_documentation\reports\report.md","YES","0","YES","NO","","","","","","YES"
"run","C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_17_070830_repository_documentation","run_2026_03_17_070830_repository_documentation","YES","YES","YES","YES","SUCCESS","YES","C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_17_070830_repository_documentation\reports\report.md","YES","0","YES","NO","","","","","","YES"
"run","C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_17_071027_repository_documentation","run_2026_03_17_071027_repository_documentation","YES","YES","YES","YES","SUCCESS","YES","C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_17_071027_repository_documentation\reports\report.md","YES","0","YES","NO","","","","","","YES"
"run","C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_17_071311_observable_naming_update","run_2026_03_17_071311_observable_naming_update","YES","YES","YES","YES","SUCCESS","YES","C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_17_071311_observable_naming_update\reports\report.md","YES","0","YES","NO","","","","","","YES"
"run","C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_22_075347_x_single_observable_residual_test","run_2026_03_22_075347_x_single_observable_residual_test","YES","YES","YES","YES","UNKNOWN","YES","C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_22_075347_x_single_observable_residual_test\reports\report.md","YES","0","NO","NO","","","","","","YES"
"run","C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_22_080529_x_single_observable_residual_test","run_2026_03_22_080529_x_single_observable_residual_test","YES","YES","YES","YES","SUCCESS","YES","C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_22_080529_x_single_observable_residual_test\reports\report.md","YES","0","YES","NO","","","","","","YES"
"run","C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_22_080734_x_single_observable_residual_test_corrected","run_2026_03_22_080734_x_single_observable_residual_test_corrected","YES","YES","YES","YES","SUCCESS","YES","C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_22_080734_x_single_observable_residual_test_corrected\reports\report.md","YES","0","YES","NO","","","","","","YES"
"run","C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_22_091015_dimensionless_constrained_basin_scan","run_2026_03_22_091015_dimensionless_constrained_basin_scan","YES","YES","YES","YES","UNKNOWN","YES","C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_22_091015_dimensionless_constrained_basin_scan\reports\report.md","YES","0","NO","NO","","","","","","YES"
"run","C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_22_091808_dimensionless_constrained_basin_scan","run_2026_03_22_091808_dimensionless_constrained_basin_scan","YES","YES","YES","YES","SUCCESS","YES","C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_22_091808_dimensionless_constrained_basin_scan\reports\report.md","YES","0","YES","NO","","","","","","YES"
"run","C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_23_162548_x_necessity_tests","run_2026_03_23_162548_x_necessity_tests","YES","YES","YES","YES","SUCCESS","YES","C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_23_162548_x_necessity_tests\reports\report.md","YES","18","YES","NO","","","","","","YES"
"run","C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_23_171127_basin_scan","run_2026_03_23_171127_basin_scan","YES","YES","YES","YES","UNKNOWN","YES","C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_23_171127_basin_scan\report.md","YES","0","NO","NO","","","","","","YES"
"run","C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_23_171742_basin_scan","run_2026_03_23_171742_basin_scan","YES","YES","YES","YES","UNKNOWN","YES","C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_23_171742_basin_scan\report.md","YES","0","NO","NO","","","","","","YES"
"run","C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_23_171749_svd_projection_test","run_2026_03_23_171749_svd_projection_test","YES","YES","YES","YES","SUCCESS","YES","C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_23_171749_svd_projection_test\reports\report.md","YES","12","YES","NO","","","","","","YES"
"run","C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_23_172510_svd_projection_test","run_2026_03_23_172510_svd_projection_test","YES","YES","YES","YES","SUCCESS","YES","C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_23_172510_svd_projection_test\reports\report.md","YES","12","YES","NO","","","","","","YES"
"run","C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_23_185109_functional_equivalence","run_2026_03_23_185109_functional_equivalence","YES","YES","YES","YES","UNKNOWN","YES","C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_23_185109_functional_equivalence\report.md","YES","0","NO","NO","","","","","","YES"
"run","C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_25_030732_barrier_to_relaxation_mechanism","run_2026_03_25_030732_barrier_to_relaxation_mechanism","YES","YES","YES","YES","SUCCESS","YES","C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_25_030732_barrier_to_relaxation_mechanism\reports\report.md","YES","15","YES","NO","","","","","","YES"
"run","C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_25_031205_barrier_to_relaxation_mechanism","run_2026_03_25_031205_barrier_to_relaxation_mechanism","YES","YES","YES","YES","SUCCESS","YES","C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_25_031205_barrier_to_relaxation_mechanism\reports\report.md","YES","15","YES","NO","","","","","","YES"
"run","C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_25_031904_barrier_to_relaxation_mechanism","run_2026_03_25_031904_barrier_to_relaxation_mechanism","YES","YES","YES","YES","SUCCESS","YES","C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_25_031904_barrier_to_relaxation_mechanism\reports\report.md","YES","15","YES","NO","","","","","","YES"
"run","C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_25_034859_barrier_relaxation_mechanism_closure","run_2026_03_25_034859_barrier_relaxation_mechanism_closure","YES","YES","YES","YES","SUCCESS","YES","C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_25_034859_barrier_relaxation_mechanism_closure\reports\report.md","YES","0","YES","NO","","","","","","YES"
"run","C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_25_035350_barrier_relaxation_mechanism_closure","run_2026_03_25_035350_barrier_relaxation_mechanism_closure","YES","YES","YES","YES","SUCCESS","YES","C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_25_035350_barrier_relaxation_mechanism_closure\reports\report.md","YES","0","YES","NO","","","","","","YES"
"run","C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_25_040041_barrier_relaxation_mechanism_closure","run_2026_03_25_040041_barrier_relaxation_mechanism_closure","YES","YES","YES","YES","SUCCESS","YES","C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_25_040041_barrier_relaxation_mechanism_closure\reports\report.md","YES","24","YES","NO","","","","","","YES"
"run","C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_25_041304_pt_to_phi_prediction","run_2026_03_25_041304_pt_to_phi_prediction","YES","YES","YES","YES","SUCCESS","YES","C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_25_041304_pt_to_phi_prediction\reports\report.md","YES","2","YES","NO","","","","","","YES"
"run","C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_25_041503_temperature_regime_analysis","run_2026_03_25_041503_temperature_regime_analysis","YES","YES","YES","YES","SUCCESS","YES","C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_25_041503_temperature_regime_analysis\reports\report.md","YES","4","YES","NO","","","","","","YES"
"run","C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_25_042420_pt_to_phi_prediction","run_2026_03_25_042420_pt_to_phi_prediction","YES","YES","YES","YES","SUCCESS","YES","C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_25_042420_pt_to_phi_prediction\reports\report.md","YES","0","YES","NO","","","","","","YES"
"run","C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_25_043508_alternative_coordinate_search","run_2026_03_25_043508_alternative_coordinate_search","YES","YES","YES","YES","UNKNOWN","YES","C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_25_043508_alternative_coordinate_search\reports\report.md","YES","0","NO","NO","","","","","","YES"
"run","C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_25_043540_alternative_coordinate_search","run_2026_03_25_043540_alternative_coordinate_search","YES","YES","YES","YES","SUCCESS","YES","C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_25_043540_alternative_coordinate_search\reports\report.md","YES","0","YES","NO","","","","","","YES"
"run","C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_25_043540_pt_to_phi_prediction","run_2026_03_25_043540_pt_to_phi_prediction","YES","YES","YES","YES","SUCCESS","YES","C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_25_043540_pt_to_phi_prediction\reports\report.md","YES","0","YES","NO","","","","","","YES"
"run","C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_25_043622_alternative_coordinate_search","run_2026_03_25_043622_alternative_coordinate_search","YES","YES","YES","YES","SUCCESS","YES","C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_25_043622_alternative_coordinate_search\reports\report.md","YES","0","YES","NO","","","","","","YES"
"run","C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_25_044126_alternative_coordinate_search","run_2026_03_25_044126_alternative_coordinate_search","YES","YES","YES","YES","UNKNOWN","YES","C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_25_044126_alternative_coordinate_search\reports\report.md","YES","0","NO","NO","","","","","","YES"
"run","C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_25_044142_alternative_coordinate_search","run_2026_03_25_044142_alternative_coordinate_search","YES","YES","YES","YES","SUCCESS","YES","C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_25_044142_alternative_coordinate_search\reports\report.md","YES","0","YES","NO","","","","","","YES"
"run","C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_25_044412_alternative_coordinate_search","run_2026_03_25_044412_alternative_coordinate_search","YES","YES","YES","YES","SUCCESS","YES","C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_25_044412_alternative_coordinate_search\reports\report.md","YES","0","YES","NO","","","","","","YES"
"run","C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_25_044523_alternative_coordinate_search","run_2026_03_25_044523_alternative_coordinate_search","YES","YES","YES","YES","SUCCESS","YES","C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_25_044523_alternative_coordinate_search\reports\report.md","YES","3","YES","NO","","","","","","YES"
"run","C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_25_180406_kappa_from_pt_agent14","run_2026_03_25_180406_kappa_from_pt_agent14","YES","YES","YES","YES","SUCCESS","YES","C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_25_180406_kappa_from_pt_agent14\reports\report.md","YES","0","YES","NO","","","","","","YES"
"run","C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_25_181142_barrier_to_dynamics_mechanism_agent13","run_2026_03_25_181142_barrier_to_dynamics_mechanism_agent13","YES","YES","YES","YES","SUCCESS","YES","C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_25_181142_barrier_to_dynamics_mechanism_agent13\reports\report.md","YES","0","YES","NO","","","","","","YES"
"run","C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_25_203018_prediction_falsification_test","run_2026_03_25_203018_prediction_falsification_test","YES","YES","YES","YES","SUCCESS","YES","C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_25_203018_prediction_falsification_test\reports\report.md","YES","0","YES","NO","","","","","","YES"
"run","C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_25_203318_kappa_vs_speak_decoupling","run_2026_03_25_203318_kappa_vs_speak_decoupling","YES","YES","YES","YES","UNKNOWN","YES","C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_25_203318_kappa_vs_speak_decoupling\reports\report.md","YES","3","NO","NO","","","","","","YES"
"run","C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_25_203406_prediction_falsification_test","run_2026_03_25_203406_prediction_falsification_test","YES","YES","YES","YES","SUCCESS","YES","C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_25_203406_prediction_falsification_test\reports\report.md","YES","3","YES","NO","","","","","","YES"
